,ZONE CHART,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,,,,,,,,,
1,UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,,,
2,,,,,,,,,
3,For shipments originating in ZIP Codes 158-01 to 158-99. To determine zone,,,,,,,,
4,take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,,,
5,,,,,,,,,
6,ZONES,,,,,,,,
7,Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air,,
8,005,003,303,203,243,133,103,,
9,006,045,-,225,-,-,125,,
10,007,045,-,225,-,-,125,,
11,009,045,-,225,-,-,125,,
12,010,004,304,204,244,134,104,,
13,011,004,304,204,244,134,104,,
14,012,003,303,203,243,133,103,,
15,013,004,304,204,244,134,104,,
16,014,004,304,204,244,134,104,,
17,015,004,304,204,244,134,104,,
18,016,004,304,204,244,134,104,,
19,017,004,304,204,244,134,104,,
20,018,004,304,204,244,134,104,,
21,019,004,304,204,244,134,104,,
22,020,004,304,204,244,134,104,,
23,021,004,304,204,244,134,104,,
24,022,004,304,204,244,134,104,,
25,023,004,304,204,244,134,104,,
26,024,004,304,204,244,134,104,,
27,025,004,304,204,244,134,104,,
28,026,004,304,204,244,134,104,,
29,027,004,304,204,244,134,104,,
30,028,004,304,204,244,134,104,,
31,029,004,304,204,244,134,104,,
32,030,004,304,204,244,134,104,,
33,031,004,304,204,244,134,104,,
34,032,004,304,204,244,134,104,,
35,033,004,304,204,244,134,104,,
36,034,004,304,204,244,134,104,,
37,035,004,304,204,244,134,104,,
38,036,004,304,204,244,134,104,,
39,037,004,304,204,244,134,104,,
40,038,004,304,204,244,134,104,,
41,039,004,304,204,244,134,104,,
42,040,004,304,204,244,134,104,,
43,041,004,304,204,244,134,104,,
44,042,004,304,204,244,134,104,,
45,043,004,304,204,244,134,104,,
46,044,004,304,204,244,134,104,,
47,045,004,304,204,244,134,104,,
48,046,004,304,204,244,134,104,,
49,047,005,305,205,245,135,105,,
50,048,004,304,204,244,134,104,,
51,049,004,304,204,244,134,104,,
52,050,004,304,204,244,134,104,,
53,051,004,304,204,244,134,104,,
54,052,003,303,203,243,133,103,,
55,053,004,304,204,244,134,104,,
56,054,004,304,204,244,134,104,,
57,055,004,304,204,244,134,104,,
58,056,004,304,204,244,134,104,,
59,057,004,304,204,244,134,104,,
60,058,004,304,204,244,134,104,,
61,059,004,304,204,244,134,104,,
62,060,003,303,203,243,133,103,,
63,061,003,303,203,243,133,103,,
64,062,004,304,204,244,134,104,,
65,063,004,304,204,244,134,104,,
66,064,003,303,203,243,133,103,,
67,065,003,303,203,243,133,103,,
68,066,003,303,203,243,133,103,,
69,067,003,303,203,243,133,103,,
70,068,003,303,203,243,133,103,,
71,069,003,303,203,243,133,103,,
72,070,003,303,203,243,133,103,,
73,071,003,303,203,243,133,103,,
74,072,003,303,203,243,133,103,,
75,073,003,303,203,243,133,103,,
76,074,003,303,203,243,133,103,,
77,075,003,303,203,243,133,103,,
78,076,003,303,203,243,133,103,,
79,077,003,303,203,243,133,103,,
80,078,003,303,203,243,133,103,,
81,079,003,303,203,243,133,103,,
82,080,003,303,203,243,133,103,,
83,081,003,303,203,243,133,103,,
84,082,003,303,203,243,133,103,,
85,083,003,303,203,243,133,103,,
86,084,003,303,203,243,133,103,,
87,085,003,303,203,243,133,103,,
88,086,003,303,203,243,133,103,,
89,087,003,303,203,243,133,103,,
90,088,003,303,203,243,133,103,,
91,089,003,303,203,243,133,103,,
92,100,003,303,203,243,133,103,,
93,101,003,303,203,243,133,103,,
94,102,003,303,203,243,133,103,,
95,103,003,303,203,243,133,103,,
96,104,003,303,203,243,133,103,,
97,105,003,303,203,243,133,103,,
98,106,003,303,203,243,133,103,,
99,107,003,303,203,243,133,103,,
100,108,003,303,203,243,133,103,,
101,109,003,303,203,243,133,103,,
102,110,003,303,203,243,133,103,,
103,111,003,303,203,243,133,103,,
104,112,003,303,203,243,133,103,,
105,113,003,303,203,243,133,103,,
106,114,003,303,203,243,133,103,,
107,115,003,303,203,243,133,103,,
108,116,003,303,203,243,133,103,,
109,117,003,303,203,243,133,103,,
110,118,003,303,203,243,133,103,,
111,119,003,303,203,243,133,103,,
112,120,003,303,203,243,133,103,,
113,121,003,303,203,243,133,103,,
114,122,003,303,203,243,133,103,,
115,123,003,303,203,243,133,103,,
116,124,003,303,203,243,133,103,,
117,125,003,303,203,243,133,103,,
118,126,003,303,203,243,133,103,,
119,127,003,303,203,243,133,103,,
120,128,003,303,203,243,133,103,,
121,129,004,304,204,244,134,104,,
122,130,003,303,203,243,133,103,,
123,131,003,303,203,243,133,103,,
124,132,003,303,203,243,133,103,,
125,133,003,303,203,243,133,103,,
126,134,003,303,203,243,133,103,,
127,135,003,303,203,243,133,103,,
128,136,003,303,203,243,133,103,,
129,137,003,303,203,243,133,103,,
130,138,003,303,203,243,133,103,,
131,139,003,303,203,243,133,103,,
132,140,002,302,202,242,132,102,,
133,141,002,302,202,242,132,102,,
134,142,002,302,202,242,132,102,,
135,143,002,302,202,242,132,102,,
136,144,002,302,202,242,132,102,,
137,145,002,302,202,242,132,102,,
138,146,002,302,202,242,132,102,,
139,147,002,302,202,242,132,102,,
140,148,002,302,202,242,132,102,,
141,149,002,302,202,242,132,102,,
142,150,002,302,202,242,132,102,,
143,151,002,302,202,242,132,102,,
144,152,002,302,202,242,132,102,,
145,153,002,302,202,242,132,102,,
146,154,002,302,202,242,132,102,,
147,155,002,302,202,242,132,102,,
148,156,002,302,202,242,132,102,,
149,157,002,302,202,242,132,102,,
150,158,002,302,202,242,132,102,,
151,159,002,302,202,242,132,102,,
152,160,002,302,202,242,132,102,,
153,161,002,302,202,242,132,102,,
154,162,002,302,202,242,132,102,,
155,163,002,302,202,242,132,102,,
156,164,002,302,202,242,132,102,,
157,165,002,302,202,242,132,102,,
158,166,002,302,202,242,132,102,,
159,167,002,302,202,242,132,102,,
160,168,002,302,202,242,132,102,,
161,169,002,302,202,242,132,102,,
162,170,002,302,202,242,132,102,,
163,171,002,302,202,242,132,102,,
164,172,002,302,202,242,132,102,,
165,173,002,302,202,242,132,102,,
166,174,002,302,202,242,132,102,,
167,175,002,302,202,242,132,102,,
168,176,002,302,202,242,132,102,,
169,177,002,302,202,242,132,102,,
170,178,002,302,202,242,132,102,,
171,179,002,302,202,242,132,102,,
172,180,003,303,203,243,133,103,,
173,181,003,303,203,243,133,103,,
174,182,002,302,202,242,132,102,,
175,183,003,303,203,243,133,103,,
176,184,002,302,202,242,132,102,,
177,185,002,302,202,242,132,102,,
178,186,002,302,202,242,132,102,,
179,187,002,302,202,242,132,102,,
180,188,002,302,202,242,132,102,,
181,189,003,303,203,243,133,103,,
182,190,003,303,203,243,133,103,,
183,191,003,303,203,243,133,103,,
184,192,003,303,203,243,133,103,,
185,193,003,303,203,243,133,103,,
186,194,003,303,203,243,133,103,,
187,195,003,303,203,243,133,103,,
188,196,003,303,203,243,133,103,,
189,197,003,303,203,243,133,103,,
190,198,003,303,203,243,133,103,,
191,199,003,303,203,243,133,103,,
192,200,003,303,203,243,133,103,,
193,201,003,303,203,243,133,103,,
194,202,003,303,203,243,133,103,,
195,203,003,303,203,243,133,103,,
196,204,003,303,203,243,133,103,,
197,205,003,303,203,243,133,103,,
198,206,003,303,203,243,133,103,,
199,207,003,303,203,243,133,103,,
200,208,003,303,203,243,133,103,,
201,209,003,303,203,243,133,103,,
202,210,003,303,203,243,133,103,,
203,211,003,303,203,243,133,103,,
204,212,003,303,203,243,133,103,,
